,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,birthplace,birthplace:confidence,date_of_birth,date_of_birth:confidence,race_ethnicity,race_ethnicity:confidence,religion,religion:confidence,sexual_orientation,sexual_orientation:confidence,year_of_award,year_of_award:confidence,award,biourl,birthplace_gold,date_of_birth_gold,movie,person,race_ethnicity_gold,religion_gold,sexual_orientation_gold,year_of_award_gold
345,670454698,False,finalized,3,2/10/15 2:10,Greece,1.0,17-Dec-1900,1.0,White,1.0,Na,1.0,Straight,1.0,1944,1.0,Best Supporting Actress,http://www.nndb.com/people/080/000063888/,,,For Whom the Bell Tolls,Katina Paxinou,,,,
359,670454712,False,finalized,3,2/10/15 1:52,Japan,1.0,3-Apr-29,1.0,Asian,1.0,Na,1.0,Straight,1.0,1958,1.0,Best Supporting Actress,http://www.nndb.com/people/091/000063899/,,,Sayonara,Miyoshi Umeki,,,,
360,670454713,False,finalized,3,2/10/15 3:56,England,1.0,15-Aug-12,1.0,White,1.0,Na,1.0,Straight,1.0,1959,1.0,Best Supporting Actress,http://www.nndb.com/people/056/000063864/,,,Separate Tables,Wendy Hiller,,,,
363,670454716,False,finalized,3,2/10/15 1:59,Puerto Rico,1.0,11-Dec-31,1.0,Hispanic,1.0,Na,1.0,Straight,1.0,1962,1.0,Best Supporting Actress,http://www.nndb.com/people/463/000023394/,,,West Side Story,Rita Moreno,,,,
365,670454718,False,finalized,3,2/10/15 1:46,England,1.0,11-May-1892,1.0,White,1.0,Na,1.0,Straight,1.0,1964,1.0,Best Supporting Actress,http://www.nndb.com/people/052/000063860/,,,the V.I.P.s,Margaret Rutherford,,,,
366,670454719,False,finalized,3,2/10/15 1:59,Russia,1.0,9-Oct-18,1.0,White,1.0,Na,1.0,Straight,1.0,1965,1.0,Best Supporting Actress,http://www.nndb.com/people/049/000063857/,,,Zorba the Greek,Lila Kedrova,,,,
376,670454729,False,finalized,3,2/10/15 2:02,Sweden,1.0,29-Aug-15,1.0,White,1.0,Na,1.0,Straight,1.0,1975,1.0,Best Supporting Actress,http://www.nndb.com/people/836/000024764/,,,Murder on the Orient Express,Ingrid Bergman,,,,
379,670454732,False,finalized,3,2/10/15 2:06,England,1.0,30-Jan-37,1.0,White,1.0,Na,1.0,Straight,1.0,1978,1.0,Best Supporting Actress,http://www.nndb.com/people/590/000023521/,,,Julia,Vanessa Redgrave,,,,
380,670454733,False,finalized,3,2/10/15 1:46,England,1.0,28-Dec-34,1.0,White,1.0,Na,1.0,Straight,1.0,1979,1.0,Best Supporting Actress,http://www.nndb.com/people/260/000030170/,,,California Suite,Maggie Smith,,,,
386,670454739,False,finalized,3,2/10/15 1:49,England,1.0,22-Dec-07,1.0,White,1.0,Agnostic,1.0,Straight,1.0,1985,1.0,Best Supporting Actress,http://www.nndb.com/people/816/000063627/,,,A Passage to India,Peggy Ashcroft,,,,
391,670454744,False,finalized,3,2/10/15 4:21,Ireland,1.0,17-Feb-45,1.0,White,1.0,Na,1.0,Straight,1.0,1990,1.0,Best Supporting Actress,http://www.nndb.com/people/815/000063626/,,,My Left Foot,Brenda Fricker,,,,
395,670454748,False,finalized,3,2/10/15 2:03,Canada,1.0,24-Jul-82,1.0,White,1.0,Na,1.0,Bisexual,1.0,1994,1.0,Best Supporting Actress,http://www.nndb.com/people/763/000025688/,,,The Piano,Anna Paquin,,,,
398,670454751,False,finalized,3,2/10/15 1:58,France,1.0,9-Mar-64,1.0,White,1.0,Na,1.0,Straight,1.0,1997,1.0,Best Supporting Actress,http://www.nndb.com/people/970/000025895/,,,The English Patient,Juliette Binoche,,,,
400,670454753,False,finalized,3,2/10/15 4:14,England,1.0,9-Dec-34,1.0,White,1.0,Quaker,1.0,Straight,1.0,1999,1.0,Best Supporting Actress,http://www.nndb.com/people/824/000023755/,,,Shakespeare in Love,Judi Dench,,,,
404,670454757,False,finalized,3,2/10/15 2:00,Wales,1.0,25-Sep-69,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,2003,1.0,Best Supporting Actress,http://www.nndb.com/people/516/000023447/,,,Chicago,Catherine Zeta-Jones,,,,
406,670454759,False,finalized,3,2/10/15 2:05,Australia,1.0,14-May-69,1.0,White,1.0,Na,1.0,Straight,1.0,2005,1.0,Best Supporting Actress,http://www.nndb.com/people/222/000026144/,,,The Aviator,Cate Blanchett,,,,
407,670454760,True,golden,92,,England,1.0,7-Mar-71,1.0,White,1.0,Jewish,1.0,Straight,1.0,2006,1.0,Best Supporting Actress,http://www.nndb.com/people/309/000032213/,,,The Constant Gardener,Rachel Weisz,,Jewish,,2006.0
409,670454762,False,finalized,3,2/10/15 2:00,England,1.0,5-Nov-60,1.0,White,1.0,Na,1.0,Straight,1.0,2007,1.0,Best Supporting Actress,http://www.nndb.com/people/178/000108851/,,,Michael Clayton,Tilda Swinton,,,,
410,670454763,False,finalized,3,2/10/15 1:59,Spain,1.0,28-Apr-74,1.0,Hispanic,1.0,Buddhist,1.0,Straight,1.0,2009,1.0,Best Supporting Actress,http://www.nndb.com/people/748/000025673/,,,Vicky Cristina Barcelona,Penelope Cruz,,,,
415,670454768,False,finalized,3,2/10/15 2:10,Mexico,1.0,1-Mar-83,1.0,Black,1.0,Na,1.0,Na,1.0,2014,1.0,Best Supporting Actress,http://www.nndb.com/people/570/000380427/,,,12 Years a Slave,Lupita Nyong'o,,,,
416,670927629,False,finalized,3,2/10/15 2:02,Austria,1.0,22-Jun-06,1.0,White,1.0,Jewish,1.0,Straight,1.0,1961,1.0,Best Director,http://www.nndb.com/people/982/000024910/,,,The Apartment,Billy Wilder,,,,
428,670944920,False,finalized,3,2/10/15 3:58,England,1.0,27-Feb-32,1.0,White,1.0,Jewish,1.0,Straight,1.0,1967,1.0,Best Actress,http://www.nndb.com/people/624/000023555/,,,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,,,,
435,670946199,False,finalized,3,2/10/15 2:03,England,1.0,28-Dec-34,1.0,White,1.0,Na,1.0,Straight,1.0,1970,1.0,Best Actress,http://www.nndb.com/people/260/000030170/,,,The Prime of Miss Jean Brodie,Maggie Smith,,,,
436,670946276,False,finalized,3,2/10/15 2:00,England,1.0,7-Mar-71,1.0,White,1.0,Jewish,1.0,Straight,1.0,2006,0.6857,Best Supporting Actress,http://www.nndb.com/people/309/000032213/,,,The Constant Gardener,Rachel Weisz,,,,
437,670946299,False,finalized,3,2/10/15 2:04,England,1.0,20-Oct-56,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,2009,1.0,Best Director,http://www.nndb.com/people/887/000044755/,,,Slumdog Millionaire,Danny Boyle,,,,
